"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm"
"208","FC-9-2021","FC-9-2021","FC-9-21","FC-9","2021-07-14",NA,"Fish Creek Gulkana","7/24/21",63.1000428,-145.481274,1.766,45.3,NA,5,NA,10.5,NA,6.7,27.2,"F",0.228,"2-E4",5,0.3688,NA,NA,NA,NA,4.95,NA,NA,1.488,"1-G12","N","Y","5","Y","Y",0.102,1,0.8,0.9,1.2,0.9,1.2,1.5,1.4,"",0,"10/15/21",109.9,"10/19/21",29.9,"0.7279","0.2721",NA,"10/21/21",4,0.269,923.3249,23.5201,6.399008098,2,0.3466,955.8343,25.4668,6.928638035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",453,50,105,272,1766,-0.681314812129253
"209","FC-10-2021","FC-10-2021","FC-10-21","FC-10","2021-07-14",NA,"Fish Creek Gulkana","7/24/21",63.1000428,-145.481274,1.812,45,NA,4.4,NA,11.4,NA,6.4,28.3,"F",0.236,"3-A6",10,0.6547,NA,NA,NA,NA,5.5,NA,NA,1.508,"2-A6","N","Y","5","Y","Y",0.108,0.6,1.1,0.8,0.6,0.9,1.1,1,1.2,"",0,"10/15/21",95.7,"10/19/21",27.3,"0.7147","0.2853",NA,"10/21/21",4,0.4741,923.3249,23.4075,6.677374608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",450,44,114,283,1812,-0.328395547853968
"211","MN-2-2021","MN-2-2021","MN-2-21","MN-2","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.214,45.6,NA,4.3,NA,11.5,NA,8.6,30.9,"F",0.476,"2-B2",10,1.0445,NA,NA,NA,NA,5.3,NA,NA,1.68,"1-E10","N","Y","5","Y","Y",0.286,0.8,0.5,0.5,1,0.7,1.2,1.2,1.3,"",0,"10/19/21",103.7,"10/23/21",25.1,"0.758","0.242",NA,"10/27/21",4,0.3382,923.3249,22.986,5.56363163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",456,43,115,309,2214,0.183036732127624
"213","MN-4-2021","MN-4-2021","MN-4-21","MN-4","2021-07-08",NA,"Mentasta","7/24/21",62.94958,-143.35984,1.7,45.1,NA,4.8,NA,11.6,NA,6.3,28,"F",0.288,"2-D6",5,0.274,NA,NA,NA,NA,5.8,NA,NA,1.376,"1-G6","N","Y","5","Y","Y",0.092,1.1,0.6,1.1,0.6,0.7,0.8,0.9,1.3,"",0,"10/19/21",100,"10/23/21",23.1,"0.769","0.231",NA,"10/27/21",4,0.3411,923.3249,22.1992,5.1280152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",451,48,116,280,1700,-0.299839616895092
"216","MN-7-2021","MN-7-2021","MN-7-21","MN-7","2021-07-08",NA,"Mentasta","7/24/21",62.94958,-143.35984,1.754,44.2,NA,5.3,NA,11.8,NA,6.8,28.8,"F",0.32,"2-D8",5,0.135,NA,NA,NA,NA,5.5,NA,NA,1.396,"1-G8","N","Y","5","Y","Y",0.142,1.1,0.9,0.9,0.7,0.8,0.7,1.5,1.1,"",0,"10/20/21",103.4,"10/23/21",25.6,"0.7524","0.2476",NA,"10/27/21",2,0.3955,923.3914,24.2603,6.006418569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",442,53,118,288,1754,-0.287399462204263
"217","MN-8-2021","MN-8-2021","MN-8-21","MN-8","2021-07-08",NA,"Mentasta","7/24/21",62.94958,-143.35984,2.06,46,NA,5.8,NA,12,NA,7.6,28.8,"F",0.374,"2-D7",5,0.1021,NA,NA,NA,NA,5.1,NA,NA,1.648,"1-G7","N","Y","5","Y","Y",0.172,0.7,0.7,0.7,1,0.8,0.7,0.9,0.5,"",0,"10/20/21",117.3,"10/23/21",28.3,"0.7587","0.2413",NA,"10/27/21",4,0.3992,923.3249,23.0109,5.551649361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",460,58,120,288,2060,0.0843776352042583
"218","MN-9-2021","MN-9-2021","MN-9-21","MN-9","2021-07-08",NA,"Mentasta","7/24/21",62.94958,-143.35984,1.886,44.8,NA,5.5,NA,12.7,NA,6.4,29.3,"F",0.318,"2-F2",7,0.6286,NA,NA,NA,NA,5.5,NA,NA,1.52,"1-H6","N","Y","5","Y","Y",0.13,0.6,0.5,0.6,0.6,0.6,0.6,1,0.6,"",0,"10/29/21",129.4,"11/3/21",31.5,"0.7566","0.2434",NA,"11/3/21",4,0.4725,923.3249,22.8553,5.563693586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",448,55,127,293,1886,0.136785058430996
"219","MN-10-2021","MN-10-2021","MN-10-21","MN-10","2021-07-08",NA,"Mentasta","7/24/21",62.94958,-143.35984,1.81,45,NA,4.6,NA,11.3,NA,6.4,28.3,"F",0.3,"2-E1",5,0.6616,NA,NA,NA,NA,4.8,NA,NA,1.458,"1-G9","N","Y","5","Y","Y",0.096,0.7,0.7,0.5,0.8,0.8,0.7,0.7,0.8,"",0,"10/29/21",139.6,"11/3/21",30.5,"0.7815","0.2185",NA,"11/3/21",2,0.4628,923.3914,22.3935,4.892562679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",450,46,113,283,1810,-0.355694136015591
"221","MN-12-2021","MN-12-2021","MN-12-21","MN-12","2021-07-29",NA,"Mentasta","9/5/21",62.94958,-143.35984,1.448,44.8,NA,5.6,NA,11.5,NA,5.3,26.5,"F",NA,"4-D2",4,0.4825,NA,NA,NA,NA,4.65,NA,NA,1.388,"2-G2","N","Y","5","Y","N",NA,0.7,0.7,0.4,0.6,0.5,0.5,0.6,0.6,"Partial Spawned",1,"10/29/21",80.6,"11/3/21",15.4,"0.8089","0.1911",NA,"11/3/21",4,0.4899,923.3249,21.1874,4.048212903,2,0.4633,923.3914,21.1498,4.041028784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",448,56,115,265,1448,-0.598313285694255
"222","MN-13-2021","MN-13-2021","MN-13-21","MN-13","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,1.418,43,NA,51,NA,11.1,NA,5.3,25.8,"F",NA,"4-B4",10,0.9771,NA,NA,NA,NA,4.4,NA,NA,1.298,"2-E12","N","Y",NA,"Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,"Partial spawned",1,"10/29/21",59.8,"11/3/21",13.6,"0.7726","0.2274",NA,"11/3/21",4,0.3264,923.3914,20.4748,4.656476254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",430,510,111,258,1418,-1.12656638097246
"223","MN-14-2021","MN-14-2021","MN-14-21","MN-14","2021-07-29",NA,"Mentasta","9/5/21",62.94958,-143.35984,1.544,45.8,NA,5.4,NA,11.8,NA,5,27.2,"F",0,"4-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474,"2-G1","N","Y","5","Y","N",NA,0.8,0.5,0.8,0.4,0.7,0.5,0.9,0.5,"spawned out",2,"10/29/21",95.4,"11/3/21",19,"0.8008","0.1992",NA,"11/3/21",2,0.3823,923.3249,20.0847,4.000097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",458,54,118,272,1544,-0.238327632393346
"224","MN-15-2021","MN-15-2021","MN-15-21","MN-15","2021-07-29",NA,"Mentasta","9/5/21",62.94958,-143.35984,1.388,43.3,NA,4.7,NA,10.8,NA,5.2,25.2,"F",NA,"4-B8",7,0.8044,NA,NA,NA,NA,4,NA,NA,1.264,"2-F4","N","Y","6","Y","N",NA,0.6,0.4,0.4,0.4,0.4,0.4,0.7,0.6,"Partial Spawned",1,"10/29/21",91.6,"11/3/21",17.2,"0.8122","0.1878",NA,"11/4/21",4,0.3797,923.3249,20.0572,3.766199127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",433,47,108,252,1388,-1.24292352945912
"229","TN-1-2021","TN-1-2021","N/A","N/A","2021-08-04",NA,"Tanada","9/5/21",62.45133,-143.382153,1.6,45.6,NA,4.5,NA,11.5,NA,5.9,26.4,"F",0.146,"4-C5",6,0.3826,NA,NA,NA,NA,3.75,NA,NA,1.394,"2-F9","N","Y","5","Y","Y",0.076,0.9,0.7,0.8,0.7,0.6,0.7,0.7,0.9,"Mort- no gill clip",0,"10/29/21",119.1,"11/3/21",31.7,"0.7338","0.2662",NA,"11/4/21",2,0.3162,923.3914,23.8957,6.360148531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",456,45,115,264,1600,-0.471898549242355
"231","TN-3-2021","TN-3-2021","TN-3-21","TN-3","2021-08-04",NA,"Tanada","9/5/21",62.45133,-143.382153,1.944,47.5,NA,4.7,NA,12,NA,6.2,29,"F",0.168,"4-D5",7,0.488,NA,NA,NA,NA,4.7,NA,NA,1.721,"2-G5","N","Y","5","Y","Y",0.074,1.7,1.5,1.2,0.9,0.9,0.8,1,0.9,"",0,"10/29/21",107.3,"11/3/21",28.6,"0.7335","0.2665",NA,"11/4/21",2,0.2719,923.3914,23.577,6.28427027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",475,47,120,290,1944,0.377802470836208
"233","TN-5-2021","TN-5-2021","TN-5-21","TN-5","2021-08-04",NA,"Tanada","9/4/21",62.45133,-143.382153,1.77,45.5,NA,4,NA,10.5,NA,6.8,26.8,"F",0.156,"4-B3",10,0.498,NA,NA,NA,NA,3.25,NA,NA,1.556,"2-E11","N","Y","5","Y","Y",0.072,1.2,1,0.8,0.9,0.7,1.2,0.7,1,"",0,"10/29/21",78.9,"11/3/21",21.8,"0.7237","0.2763",NA,"11/4/21",2,0.2455,923.3914,24.1094,6.66140583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",455,40,105,268,1770,-0.704289068130443
"236","TN-8-2021","TN-8-2021","TN-8-21","TN-8","2021-08-04",NA,"Tanada","9/5/21",62.45133,-143.382153,1.462,44.4,NA,4.2,NA,10.8,NA,6.3,26,"F",0.14,"4-C2",5,0.2528,NA,NA,NA,NA,3.5,NA,NA,1.27,"2-F6","N","Y","5","Y","Y",0.064,1,1.1,1.1,0.8,0.8,0.7,0.9,1,"",0,"10/29/21",117,"11/3/21",30.2,"0.7419","0.2581",NA,"11/4/21",2,0.2636,923.3914,23.5525,6.079363248,2,0.2942,923.3914,22.5869,5.830122906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",444,42,108,260,1462,-0.932658416552347
"237","TN-9-2021","TN-9-2021","TN-9-21","TN-9","2021-08-04",NA,"Tanada","9/5/21",62.45133,-143.382153,1.78,46.6,NA,4.6,NA,11.7,NA,6.2,28,"F",0.218,"4-D7",6,0.7129,NA,NA,NA,NA,4.05,NA,NA,1.504,"2-G7","N","Y","5","Y","Y",0.092,1.1,1,1.1,1.2,0.8,0.9,0.8,0.7,"",0,"10/29/21",77.3,"11/3/21",21.2,"0.7257","0.2743",NA,"11/4/21",2,0.3285,922.7887,21.8297,5.986929366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",466,46,117,280,1780,-0.00822442782907365
"239","TN-11-2021","TN-11-2021","TN-11-21","TN-11","2021-08-04",NA,"Tanada","9/5/21",62.45133,-143.382153,1.412,42.5,NA,3.8,NA,11.3,NA,5.6,26.6,"F",0.152,"4-E1",8,0.6249,NA,NA,NA,NA,3.75,NA,NA,1.21,"2-G9","N","Y","5","Y","Y",0.066,0.9,0.9,0.8,0.8,0.7,0.7,1.1,0.8,"",0,"10/29/21",102.8,"11/3/21",27.2,"0.7354","0.2646",NA,"11/4/21",2,0.3422,922.7887,24.3945,6.454575875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",425,38,113,266,1412,-1.0436417993738
"1","GH-1-2019","GK1-2019","GH-1-19","GK1","2019-07-27",NA,"Fish Creek Gulkana","8/8/19",63.1000428,-145.481274,1.984,43.7,46,6.7,8.2,11.8,12.1,6.5,28.8,"M",0.048,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,"1-H9","N","Y","5","Y","Y",0.022,0.7,1,0.9,0.7,0.7,1,0.7,0.9,"",0,"11/3/19",105.7,"11/10/19",26.3,"0.7512","0.2488","","11/26/19",2,0.2375,923.1981,21.393,5.322950804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",437,67,118,288,1984,-0.375504995839061
"2","GH-2-2019","GK2-2019","GH-2-19","GK2","2019-07-27",NA,"Fish Creek Gulkana","8/8/19",63.1000428,-145.481274,1.414,39.6,41,5.7,6.1,10.7,11.1,5.8,26.9,"M",0.038,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,"1-H6","N","Y","5","Y","Y",0.019,0.7,1,0.7,0.7,0.8,1,0.7,0.7,"",0,"11/3/19",120.9,"11/10/19",33.4,"0.7237","0.2763","","11/26/19",4,0.2183,923.3249,22.7845,6.294477254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",396,57,107,269,1414,-1.67478307133404
"3","GH-3-2019","GK3-2019","GH-3-19","GK3","2019-07-27",NA,"Fish Creek Gulkana","8/7/19",63.1000428,-145.481274,2.19,47.2,47.4,7.1,7.5,12.5,12.6,6.9,30.4,"M",0.046,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.064,"1-G3","N","Y","5","Y","Y",0.022,0.7,0.7,0.8,0.6,1,0.5,0.5,0.6,"",0,"11/3/19",106,"11/10/19",24.6,"0.7679","0.2321","","11/26/19",2,0.2278,923.1981,20.7418,4.813663019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",472,71,125,304,2190,0.66518973455633
"4","GH-4-2019","GK4-2019","GH-4-19","GK4","2019-07-27",NA,"Fish Creek Gulkana","8/8/19",63.1000428,-145.481274,2.11,44.7,46,6.5,6.9,13.4,13.8,7.1,30.9,"M",0.026,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,"1-H10","N","Y","5","Y","Y",0.008,0.7,0.7,0.6,0.7,0.6,0.8,0.8,0.8,"",0,"11/3/19",201.8,"11/10/19",48,"0.7621","0.2379","","11/26/19",4,0.2998,923.3249,22.0355,5.241347869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",447,65,134,309,2110,0.54311994665584
"5","GH-5-2019","GK5-2019","GH-5-19","GK5","2019-07-27",NA,"Fish Creek Gulkana","8/8/19",63.1000428,-145.481274,1.63,42.6,43.5,5.8,6.4,10.8,11.4,6.2,27,"M",0.042,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.534,"1-H11","N","Y","5","Y","Y",0.02,0.8,0.9,1,0.7,1,0.6,0.9,0.6,"",0,"11/3/19",150.8,"11/10/19",38.1,"0.7473","0.2527","","11/26/19",2,0.3226,923.1981,21.9064,5.534707162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,"Gulkana",426,58,108,270,1630,-1.10429716399985
"11","GH-11-2019","GK11-2019","GH-11-19","GK11","2019-08-17",NA,"Gulkana Hatchery","9/1/19",63.06732669,-145.5138318,2.204,45.7,47.1,7.7,8.2,14.1,15.1,5.8,33.1,"M",0.068,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,"2-C6","N","Y","5","Y","Y",0.034,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,"only found 1 otolith",0,"11/10/19",205.7,"11/25/19",41.8,"0.7968","0.2032","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",2,0.3075,923.1981,21.7378,4.417306952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",457,77,141,331,2204,1.2306117130599
"12","GH-12-2019","GK12-2019","GH-12-19","GK12","2019-08-17",NA,"Gulkana Hatchery","9/3/19",63.06732669,-145.5138318,1.794,47.6,48.5,6.1,6.8,12.7,12.9,5.7,28.2,"M",0.03,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.574,"2-C9","N","Y","5","Y","Y",0.018,0.5,0.4,0.4,0.4,0.5,0.6,0.5,0.4,"partial spawner",1,"11/10/19",212.5,"11/25/19",37,"0.8259","0.1741","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",4,0.3263,923.3249,17.7668,3.093513412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",476,61,127,282,1794,0.470080755784316
"13","GH-13-2019","GK13-2019","GH-13-19","GK13","2019-08-17",NA,"Gulkana Hatchery","9/1/19",63.06732669,-145.5138318,1.598,45.3,47.3,6.7,7.4,12.7,12.5,5.2,28.9,"M",0.032,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,"2-C3","N","Y","5","Y","Y",0.012,0.4,0.4,0.5,0.4,0.4,0.5,0.5,0.4,"possibly a partial spawner, gonads seemed small",1,"11/10/19",168.4,"11/25/19",32.6,"0.8064","0.1936","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",2,0.4566,923.1981,16.9268,3.276803325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",453,67,127,289,1598,0.166674122610685
"14","GH-14-2019","GK14-2019","GH-14-19","GK14","2019-08-18",NA,"Gulkana Hatchery","9/1/19",63.06732669,-145.5138318,1.248,43.6,44.5,5.7,6.3,11,11.4,4.4,24,"M",0.028,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.158,"2-C5","N","Y","5","Y","Y",0.014,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.5,"PARTIAL SPAWNER",1,"11/10/19",164.3,"11/25/19",30.7,"0.8131","0.1869","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",4,0.3501,923.3249,17.6081,3.290131893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",436,57,110,240,1248,-1.31011244132032
"15","GH-15-2019","GK15-2019","GH-15-19","GK15","2019-08-17",NA,"Gulkana Hatchery","9/3/19",63.06732669,-145.5138318,2.27,49.6,49.3,7.6,8.1,13.8,13.2,5.5,31.1,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.154,"2-D4","N","Y","5","Y","Y",0.018,0.4,0.5,0.4,0.5,0.4,0.4,0.5,0.4,"",0,"11/10/19",157.8,"11/25/19",29.3,"0.8143","0.1857","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",2,0.3351,923.1981,18.783,3.487591255,4,0.2889,923.3249,20.2735,NA,4,0.3195,923.3249,20.5043,3.807198923,NA,NA,NA,NA,NA,NA,468383.14,909,2019,"GulkanaHatchery",496,76,138,311,2270,1.54485676365091
"21","MN-1-2019","MN1-2019","MN-1-19","MN1","2019-07-26",NA,"Mentasta","8/5/19",62.94958,-143.35984,2.256,44.3,46.7,8.1,9.8,13.5,15,5.3,32.3,"M",0.018,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.164,"1-E2","N","Y","5","Y","Y",0.008,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,"POST SPAWNER, GONADS MOSTLY EMPTY",2,"11/10/19",147,"11/25/19",26.2,"0.8218","0.1782","TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON","12/1/19",4,0.4985,923.3249,20.0086,3.566158639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",443,81,135,323,2256,0.703691751002507
"22","MN-2-2019","MN2-2019","MN-2-19","MN2","2019-07-26",NA,"Mentasta","8/5/19",62.94958,-143.35984,2.52,45.2,48.6,8.6,9.4,14.3,15.9,5.7,32.8,"M",0.022,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-E3","N","Y","5","Y","Y",0.014,0.4,0.7,0.5,0.4,0.5,0.4,0.6,0.4,"",0,"11/15/19",123,"11/21/19",22.8,"0.8146","0.1854","","12/11/19",2,0.3264,923.1981,20.3689,3.775698537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",452,86,143,328,2520,1.15344100365702
"23","MN-3-2019","MN3-2019","MN-3-19","MN3","2019-07-26",NA,"Mentasta","8/5/19",62.94958,-143.35984,2.1,45.1,45.8,7.2,8.1,12.8,14.9,5.6,32.4,"M",0.018,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.974,"1-E7","N","Y","5","Y","Y",0.008,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,"PARTIAL SPAWNER",1,"11/15/19",145,"11/21/19",28.9,"0.8007","0.1993","","12/11/19",4,0.3084,923.3249,21.4914,4.283458345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",451,72,128,324,2100,0.668124605050595
"24","MN-4-2019","MN4-2019","MN-4-19","MN4","2019-07-26",NA,"Mentasta","8/5/19",62.94958,-143.35984,2.368,45.5,46.4,6.9,7.7,14.1,15.6,5.7,33.1,"M",0.058,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.168,"1-E8","N","Y","5","Y","Y",0.026,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.5,"",0,"11/15/19",93.5,"11/21/19",18.8,"0.7989","0.2011","","12/11/19",2,0.2499,923.1981,20.6084,4.14372107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",455,69,141,331,2368,1.19536949960598
"25","MN-5-2019","MN5-2019","MN-5-19","MN5","2019-07-26",NA,"Mentasta","8/5/19",62.94958,-143.35984,2.428,46.3,48.5,7.9,8.4,12.8,13.9,5.5,32.5,"M",0.062,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.268,"1-E6","N","Y","5","Y","Y",0.034,0.5,0.7,0.6,0.4,0.4,0.4,0.7,0.5,"PARTIAL SPAWNER",1,"11/15/19",93.8,"11/21/19",17.9,"0.8092","0.1908","","12/11/19",4,0.4327,923.3249,20.2265,3.859854478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2019,"Slana",463,79,128,325,2428,0.894132003137888
"34","SA-4-2019","SA4-2019","SA-4-19","SA4","2019-08-20",NA,"St Anne","9/3/19",61.73953006,-145.9685194,2.568,46.4,47.5,8.3,8.6,15.1,15.7,6.2,35.2,"M",0.05,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.348,"2-D3","N","Y","5","Y","Y",0.026,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.5,"",0,"12/18/19",130.9,"12/31/19",28.4,"0.783","0.217","","2/6/20",4,0.1791,923.3249,19.7205,4.278550038,2,0.2765,923.1981,20.6741,4.485442628,4,0.3136,923.3249,20.062,4.352641711,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",464,83,151,352,2568,1.93258180640418
"35","SA-5-2019","SA5-2019","SA-5-19","SA5","2019-08-20",NA,"St Anne","9/4/19",61.73953006,-145.9685194,2.384,48.8,48.5,7.3,6.9,14.7,15.2,6.3,35.1,"M",0.046,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.168,"2-E8","N","Y","5","Y","Y",0.024,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"can't find sample",3,"",NA,"",NA,"#DIV/0!","#DIV/0!","CAN'T FIND SAMPLE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",488,73,147,351,2384,2.23173989784094
"37","SA-7-2019","SA7-2019","SA-7-19","SA7","2019-08-20",NA,"St Anne","9/1/19",61.73953006,-145.9685194,1.786,43.8,46.2,7,6.1,12.3,12,5.6,28,"M",0.07,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.598,"2-C7","N","Y","5","Y","Y",0.038,0.7,0.8,0.7,0.8,0.7,0.8,0.8,0.7,"",0,"12/18/19",123.2,"12/31/19",29,"0.7646","0.2354","","2/6/20",4,0.2716,923.3249,22.2772,5.243821429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",438,70,123,280,1786,-0.337823887214201
